sim_beta_c_cCond,sim_beta_e_cCond,sim_beta_c_eCond,sim_beta_e_eCond,sim_alpha,sim_q_init,fit_beta_c_cCond,fit_beta_e_cCond,fit_beta_c_eCond,fit_beta_e_eCond,fit_alpha,fit_q_init
-1.494,3.4621,1.9429,3.862,0.78873,2.667,-0.19338,5.2503,2.282,4.1454,0.5965,2.2969
1.4151,-1.7868,-1.2791,2.9038,1.5962,-0.74286,1.1348,0.36588,-0.78576,3.0042,1.0347,-0.33912
2.0636,-0.48557,0.019734,-0.47958,-2.3254,3.4245,2.6352,-0.17332,-0.6953,0.49638,-2.8808,1.8714
0.84756,-1.2096,-0.4208,0.09796,-0.80497,3.4709,1.035,-0.12357,0.046084,0.53283,-0.99771,3.9851
0.09919,2.6285,0.25985,3.7461,-2.8107,3.6463,-0.37183,2.6916,0.15375,3.4965,-3.0485,3.2309
-1.2834,1.7335,0.1815,-1.982,-1.9146,-0.64717,-1.511,1.2466,1.2018,-0.51325,-1.709,-0.4048
1.7774,3.1994,2.3132,2.9648,1.2624,-0.88819,1.9884,2.9864,2.0757,2.9319,1.6383,-0.73263
3.1686,0.049667,1.8611,1.6834,-1.0558,0.51297,3.325,2.1712,1.805,1.5179,-1.2941,0.45175
1.2113,-1.3717,1.3161,0.19006,-3.8533,-1.9687,1.2646,0.76329,0.82224,1.2535,-2.842,-1.9652
-0.50276,4.255,-1.9041,0.031247,-2.3467,-2.0379,0.29257,4.1136,-0.52657,-0.22695,-2.3685,-1.7112
1.1669,-0.26658,2.3118,3.8113,-1.567,-2.0136,0.37754,-0.48105,3.7497,4.9715,-0.82763,-4.6386
-1.4014,-0.14709,1.6423,1.8412,0.0090163,3.2316,-1.3219,-0.11861,1.9818,1.5481,-0.040321,4.0703
-1.4637,0.12991,-1.0584,1.5288,-2.2765,0.31008,-1.2558,-0.30145,-0.79952,0.63312,-0.0002201,2.6299
2.3119,0.45504,-1.1159,1.7008,1.6474,1.4218,2.2592,-0.77411,-2.2228,1.7616,0.56273,0.72464
1.1106,-0.56097,-0.27696,0.96811,-1.0459,1.2306,0.97392,0.75832,-0.86664,1.0839,-1.4432,0.13273
0.88525,-1.1604,-0.49725,-0.47024,-1.0773,-0.16902,0.95879,0.54633,-0.077618,-0.35515,-1.8788,-0.44382
-0.12623,1.226,1.0285,-0.14471,-2.4447,4.5481,1.2934,0.45242,1.0201,-0.81308,-3.0597,4.2228
-1.2646,3.5839,0.33166,3.5424,-3.6052,1.0749,-1.2692,2.6269,0.35298,3.2779,-2.7822,2.5786
2.3783,2.7565,2.0729,0.32761,1.7013,3.8757,2.3085,2.7996,1.9477,-1.2428,1.8578,3.3794
-0.74294,-0.89604,-1.9955,-1.3784,-0.1137,1.1798,-1.5776,-0.85957,-0.1801,-0.61191,1.4149,-0.35513
0.64477,0.41696,2.6413,1.4594,-0.17444,0.43298,1.2156,-0.63855,2.8429,1.4744,-0.46658,0.42537
0.021202,0.23524,-1.9048,0.91789,-0.9125,1.0491,-0.98412,-0.20973,-0.007272,1.2091,-1.6498,1.9111
-1.4039,0.15163,1.761,2.7108,-3.3462,2.7529,-0.15962,-0.42227,2.7526,2.7714,-3.3379,1.5835
-1.0366,0.78692,0.32333,4.3169,-0.90665,-0.80291,0.34755,-0.91352,0.68045,4.9299,-0.29245,-1.589
2.9971,1.2517,1.6055,1.9757,1.5334,-0.46391,3.0664,1.255,1.8623,2.2724,1.4959,-0.40365
1.4557,-0.73183,1.0857,4.2575,1.5569,-0.069588,1.2808,-1.0945,1.3448,4.1011,0.70872,-0.19674
0.093674,1.5043,1.0149,2.3628,1.0478,2.7216,-0.025903,1.549,0.64098,2.148,2.8507,2.9995
-0.82826,4.309,-0.026751,3.8706,-3.7306,0.57188,-0.26941,2.6056,1.1183,1.9223,-2.137,3.2598
0.35674,3.2766,1.0466,4.3595,-2.8767,-1.8461,-1.1645,2.8084,2.6649,4.2652,-2.3887,-3.046
0.9111,1.249,0.28531,1.5508,-1.5424,0.73366,0.56074,1.1908,-1.3277,1.4441,-0.98883,1.1114
-0.64847,2.2029,-1.0021,0.69267,-1.1277,1.607,1.0124,2.6316,-0.55486,1.2604,-1.9608,0.75146
3.0917,4.2449,-0.51204,0.5457,1.0322,3.1093,2.3208,4.4345,-0.48741,0.64141,0.33479,1.5407
0.60601,0.36356,1.1128,-1.835,-2.9597,0.08227,0.18163,-0.69239,-2.2135,0.13427,-0.19688,1.4907
2.8303,2.3316,0.86147,0.079187,-1.2219,-2.0534,2.9896,3.0953,1.2045,0.096535,-1.0142,-1.671
-0.63724,3.1061,-1.5999,2.1293,-1.1149,1.1243,0.00047163,3.3788,-1.6598,1.9749,-0.84071,1.0501
-0.23259,3.8565,-0.34445,4.2696,-3.7064,-2.3143,0.056286,3.3481,0.088036,3.4377,-3.306,-3.03
0.4443,-0.023356,-0.51486,-2.0871,-0.46541,-0.96819,-0.4321,2.2149,1.348,-0.87963,-2.5207,-0.069025
-1.0576,-1.3531,-0.36414,-2.0093,1.1906,-2.0202,-0.89899,0.37935,0.028475,-0.22839,2.048,-0.98567
2.7645,4.2754,1.7979,-1.0359,-1.2526,-1.2796,2.9889,4.3989,1.5363,0.29498,-1.2657,-1.4446
-0.97647,1.6934,-1.3837,2.8441,-0.31421,4.561,-0.69841,1.8635,-0.9724,3.3259,-0.77755,3.1835
-0.7337,-0.48495,0.71101,2.4959,-1.2493,2.2565,-0.32587,-0.88059,0.20866,2.6731,-1.3236,1.7366
0.68851,-0.21367,1.6846,1.267,1.6677,2.2589,-0.64425,0.51415,1.5907,1.1146,2.6952,1.5267
2.0878,1.6406,-0.0093972,2.5929,-1.7636,-2.1094,2.3798,0.39712,-0.618,2.7438,-1.9599,-2.1119
-0.59966,3.3364,-0.193,0.40945,-4.1118,4.4586,-0.10389,3.9515,1.3513,0.2499,-2.693,2.432
2.8838,2.888,-0.92292,-0.28573,1.5498,4.4381,2.874,3.3018,-0.39297,0.37393,1.8099,2.9798
-1.0313,1.4416,-1.6367,0.24675,-3.157,3.8165,0.17903,2.0592,-0.89405,1.1595,-3.0558,1.7263
-0.72244,0.90815,-0.11795,0.19157,-1.6933,2.1398,-0.78154,1.1845,-0.29487,-0.16274,-2.365,1.5836
-0.20481,0.95442,2.5513,3.6743,-2.6456,3.9598,-0.21198,1.2889,0.065758,3.8891,-3.3407,2.248
0.046328,2.0824,-2.0746,0.14893,-1.4118,-1.5888,0.72386,2.7173,-1.5298,-1.4428,-2.5513,-0.77317
-0.77267,-1.5638,2.3294,2.1464,-0.029735,4.4034,0.25606,-1.3383,2.4377,2.2264,-0.37916,3.3879
-0.0066858,-1.6115,-1.5586,-0.89709,-2.8521,-1.1248,-0.90502,0.26512,-0.96814,-2.075,0.089048,0.8242
1.3919,-0.47718,0.7987,-1.01,0.787,3.577,1.4905,-1.1622,0.99228,-0.39357,0.28157,3.1703
1.0809,-1.6457,1.9688,-1.517,-3.6122,0.82918,-0.54124,0.96602,0.51142,-1.1576,-2.6757,1.3882
1.3919,-0.30171,0.48651,1.2339,-2.4275,4.6124,1.7661,-0.52426,-0.080231,1.72,-3.2404,2.5072
-0.38529,-0.18061,-2.0081,3.2101,-1.4527,-0.081569,-0.026173,0.14789,-0.65545,3.0999,-1.0666,-0.15753
3.1177,0.79946,1.3171,-0.43289,1.1829,1.9134,2.7777,1.5942,1.2106,-0.71247,1.8944,2.5223
2.4298,3.2354,0.52188,-1.1858,-3.8516,2.2641,-0.14218,3.9313,0.34937,-0.9195,-2.7346,2.6566
2.4687,2.1087,0.33017,-0.51103,0.39108,-0.77284,2.8251,0.23804,-0.051376,0.24073,0.069025,-0.50848
-0.55665,3.3911,2.3976,1.8717,-2.5497,-2.5668,-0.54742,3.1981,2.4838,1.3501,-2.7212,-2.5905
1.0159,-0.057164,2.2548,2.8841,0.14144,-1.3598,1.0412,-0.73127,2.5314,3.1081,0.64992,-1.855
0.7972,1.098,-0.7405,-0.95041,1.7601,4.4992,0.68253,0.9913,-0.045007,-0.034381,0.37455,4.7103
-1.0315,-0.91571,-1.7625,2.5021,-1.8948,3.4037,-1.1846,-0.2014,0.66322,2.9313,-2.5078,1.6784
2.7174,4.2799,-0.60641,-1.4477,1.3746,-1.5238,0.05308,4.2444,-0.24237,-1.5038,2.0994,-1.3437
1.8252,3.6634,-0.74152,2.988,1.1864,-1.0648,2.3937,3.8642,0.17958,3.1221,0.52131,-1.2003
3.1422,2.5796,-0.30312,-1.444,-0.61979,2.8771,3.1359,2.8413,-0.79989,-0.65255,-0.82619,2.4908
-1.0881,-0.19322,-0.43105,0.67116,1.7329,0.434,0.12298,-1.4956,-0.10683,1.0548,1.6672,1.0245
1.3196,-0.35861,-1.2346,2.0445,-2.9962,-0.40832,0.64823,0.0079299,-0.90567,1.0291,-2.2623,-0.91539
-0.096458,2.4406,-0.42864,3.5733,0.22942,1.3239,-0.9104,3.0982,0.66811,3.8254,-0.41393,0.92767
0.41363,-1.7088,-0.43879,2.9947,-1.6531,0.51733,0.078716,-0.40868,-0.28323,3.3328,-1.3186,0.36192
1.5418,4.1114,0.78498,-1.0228,-1.0852,1.522,0.64374,4.4643,0.53912,-1.0125,-1.5564,0.92784
-1.2232,-1.7173,2.1007,3.2935,-2.9949,-0.96291,-0.33192,0.15602,2.5698,3.3854,-2.9005,-1.0597
-0.73376,-1.4644,0.9348,1.9117,-2.5575,-0.50391,-0.93109,0.45142,1.2016,1.0132,-1.6501,-1.8504
0.77584,-0.62048,-1.0321,1.1905,-0.44572,1.3599,0.92288,0.33603,0.49964,1.2156,-0.96267,0.63109
1.2318,2.2589,0.47902,-0.70408,-2.1941,0.65257,0.95996,1.3106,-0.073199,-0.13683,-1.0302,0.80586
0.4096,3.6732,0.71012,2.178,-2.5437,0.50103,-1.0415,3.125,-0.047203,1.2359,-1.6929,1.123
-0.25559,-0.96201,2.2113,-0.88702,-3.2458,-2.1229,-0.73272,0.56297,0.84039,1.3695,-3.2419,-2.3922
0.93478,1.1203,-1.703,0.52149,-0.34795,2.304,1.1887,0.899,-0.99838,0.57837,-0.3276,0.68961
-0.0045825,0.46581,0.77602,0.020326,0.54683,2.4416,-0.6772,0.65425,0.66709,-0.38349,1.1222,1.4711
2.6048,3.6851,-0.59589,1.7292,1.4792,-0.9022,3.0439,4.3792,0.0095488,1.745,1.9393,-0.73225
1.2632,-1.1841,-0.60771,3.0821,-1.8775,-1.3552,1.061,0.49608,-0.44297,3.0071,-1.6025,-1.5382
1.6283,1.2694,-0.04848,3.169,0.85962,-2.3333,1.7119,1.4059,0.12929,3.6366,0.24084,-1.8333
2.0165,-0.50348,0.79266,4.1831,-0.87687,-1.1204,1.943,1.2685,-0.11849,5.7804,-1.3236,-0.64691
1.1234,1.6092,0.16174,3.8929,-1.8695,-2.2152,1.4941,2.1378,2.3481,4.337,-2.2595,-1.5101
2.9302,2.3253,1.8627,0.57475,0.5344,2.5385,2.9756,1.9348,1.784,0.22858,0.56202,3.6116
-1.4694,-0.72017,0.33141,2.9076,0.75283,4.5753,-1.7934,0.50023,0.22004,3.2404,0.32104,4.4127
1.7692,-0.96352,0.9229,-0.86956,-0.40809,-0.35182,1.8165,-1.4548,0.72891,0.17975,0.41784,1.2678
1.7529,1.0061,-1.7311,1.7364,-0.10296,1.4992,1.7926,0.66226,-1.6241,1.9128,-0.066349,2.3229
2.9614,1.6982,-1.9232,0.27069,-1.3842,1.1587,3.1432,-0.32227,-0.51945,-0.45915,-1.6431,1.1373
2.0859,1.572,1.4812,0.98355,0.57644,3.5472,1.96,1.5464,1.4045,1.0635,0.45946,3.4889
0.42043,2.2121,1.1002,-0.21619,-3.0959,3.7345,-0.63648,2.5678,1.3524,0.14804,-3.4256,2.3969
-0.27539,4.2848,-0.19335,0.91064,0.93387,-0.43834,-0.51975,3.9587,-1.2041,0.89513,1.1915,-0.58618
-0.24942,-0.58566,0.91066,0.97412,-2.8134,0.87821,-0.38033,-1.3602,-0.019593,-1.0898,2.1438,1.3256
2.528,0.32931,-0.55874,4.0085,0.10842,-1.6334,2.4949,1.2678,0.092778,3.9774,0.22487,-1.9884
0.14337,-1.5497,-0.094319,-2.0268,-0.75431,-1.1206,-0.96396,0.16968,0.76958,-1.3751,-1.3457,2.5001
2.1963,0.12324,2.5664,2.5071,-1.2782,0.4796,1.7398,1.3458,2.5254,2.5196,-1.4663,0.56585
1.9838,4.0461,-0.88286,1.9597,-1.6891,4.3247,0.085715,4.5674,0.59386,2.7423,-2.2034,1.7521
-0.72751,-0.50402,-1.8409,-0.038118,-3.7976,1.7575,0.10254,0.16766,-0.60483,-0.32128,-2.3979,1.7181
2.2281,4.0722,2.2055,3.0077,-2.8204,-2.3478,-0.040842,3.8375,2.4438,2.7848,-2.6806,-2.2693
0.08473,-0.76915,-1.5657,-0.79785,-0.88963,2.4959,0.46877,-0.24561,-0.34598,-0.83313,-1.5024,0.48698
-0.79914,3.1187,-1.7358,4.111,-1.2706,-1.4765,-1.1731,3.069,0.24504,3.6747,-1.1787,-1.7522
1.4827,1.6042,1.2579,1.0961,-3.7463,0.78542,-0.55683,1.2228,0.96536,0.25672,-2.3841,1.9894
0.020805,-1.4237,2.6793,1.1928,-2.4617,0.84474,-0.61277,0.47147,2.5547,1.7183,-2.3503,0.79973
1.9715,4.1848,1.0831,0.46091,0.25588,2.8426,0.075661,5.0112,1.5624,0.94257,0.16982,2.3537
2.6176,2.9611,-0.72209,0.16047,-0.72449,3.6656,3.1598,4.1337,-1.1626,-0.35104,-1.1787,1.5792
0.48752,0.74664,1.1916,1.0799,-1.495,-1.8687,0.28878,1.2387,1.3935,1.438,-1.7906,-1.4515
1.0839,-1.2482,-0.92529,1.5263,-2.7568,2.367,-0.087418,0.85573,-0.53802,1.4228,-2.1309,2.4433
2.0698,1.6255,-1.1065,-1.9267,-1.0765,1.3404,1.7365,0.71595,-0.26148,-2.2175,0.041899,2.4189
2.1771,-1.718,1.8773,2.3847,0.79933,3.1738,2.0786,-0.87381,2.0807,2.3516,0.93836,3.7175
1.1879,1.1061,0.66797,-1.1486,-1.5687,-1.2909,0.7387,0.86843,0.23548,-1.0837,0.28111,-2.2307
-1.5103,-0.31971,2.0305,-0.24243,-0.97011,-2.4965,-0.1897,-0.41862,2.017,0.35781,-0.6033,-2.2994
0.67698,-0.0094737,2.551,0.95174,-0.85683,-2.0325,0.24821,0.71831,2.6284,0.89607,-0.74859,-2.3396
0.19012,-1.5901,-1.9857,3.1416,-2.3783,1.2243,-0.84779,0.41701,-0.25175,2.6271,-2.2413,1.9388
-1.4475,2.2361,-0.98854,0.69916,-1.9742,0.39073,-0.53101,2.6863,-1.3,1.2815,-2.0546,0.35165
-1.4951,-0.82892,-0.78382,0.41697,0.044938,4.5278,-1.4211,-1.1987,1.1964,-0.60908,-2.4622,1.7317
-0.12218,3.9433,1.03,-1.2375,-1.142,4.1988,2.7049,4.9778,1.3153,-1.2318,-1.2049,4.0572
2.3609,0.76992,1.6424,2.2164,-0.75046,-1.5444,2.4729,-0.30644,1.4802,2.3507,-0.8858,-1.5419
2.7478,-0.51509,1.555,-1.8815,-1.9675,2.5792,2.7074,0.33926,1.4131,-2.358,-1.5673,3.5202
-1.4264,3.1163,0.33046,-0.26577,0.34862,-0.94129,-1.5552,3.4012,0.15102,-1.4408,0.66751,-0.64707
-1.4715,-0.89841,2.339,1.5752,-3.871,-1.6098,-1.4053,-1.266,2.7255,-0.82816,-3.2922,-2.2853
1.9243,3.25,1.8751,3.8895,-3.9806,2.2691,0.23518,2.6572,0.11545,3.3832,-3.3885,3.1354
1.9121,1.5802,-0.99354,-2.1636,-1.0897,0.38347,1.6737,1.0852,-1.566,-0.17213,-1.0512,1.0109
3.0691,2.2887,0.93583,2.856,-0.42248,0.11273,2.6225,1.9976,0.58693,2.9002,-0.25853,0.16215
0.84751,-1.5438,-1.3217,0.99886,-3.6586,-0.4389,0.32448,-1.2029,-1.7208,-1.4785,-1.933,-1.269
0.23111,3.3544,2.4734,3.8072,-2.4733,3.2249,0.34273,3.4225,0.17146,3.8249,-2.32,3.067
-1.4933,3.0071,2.0883,1.7791,-4.1082,4.2884,0.073114,3.3394,-0.028291,2.8886,-3.5849,2.9269
3.1298,-1.7833,1.8755,-2.136,-1.8022,-1.8712,2.9245,-0.71267,1.5327,-0.67255,-1.6575,-2.4523
1.2073,2.6512,1.7938,-0.136,-0.67087,2.3629,1.6973,2.7639,1.8098,0.8735,-1.0457,1.9892
0.95949,0.90757,-1.8946,-0.77134,-3.6129,1.3941,-0.78474,1.2059,0.32423,-0.70851,-3.5131,1.5016
2.4974,2.5792,2.1055,1.6405,-1.1344,0.45925,3.0191,0.55828,2.2296,1.7991,-1.336,0.68283
0.33179,4.4096,-1.1002,2.5396,0.34156,-1.5317,-0.30416,4.685,-0.6995,2.6066,0.20795,-1.3754
0.12086,0.55854,-0.74188,-0.78826,-1.763,0.8512,0.56051,0.030639,-0.68857,-1.8151,-1.9236,2.4528
-0.001039,2.1137,2.0393,1.6613,1.543,2.9514,0.86341,2.3381,2.1286,1.759,1.8156,3.2163
0.73106,-1.3969,2.4817,1.6506,-3.8548,0.60933,-0.96052,-1.0591,2.0561,2.2547,-3.2442,0.96214
2.3111,3.3994,-1.0674,2.3668,0.42032,-0.15237,2.1457,3.4541,-0.5554,2.118,1.1579,-0.17374
1.9646,1.0017,-2.0369,-0.47207,-2.1832,1.5264,2.3701,-0.20566,-0.59823,0.06799,-2.519,1.3853
2.5399,3.3484,1.9244,0.63222,-1.4584,-1.03,1.81,3.6974,1.9713,1.0841,-1.7689,-0.66325
0.12655,-1.425,-0.3638,-0.040347,-2.4216,2.9595,0.45295,0.63589,-0.31716,0.27865,-2.1116,1.4438
2.1219,2.1406,-0.5297,0.95844,1.1266,3.4293,2.03,2.2263,-1.5148,1.0437,1.0189,4.0492
0.83693,1.1087,0.47544,2.4301,1.3471,-1.7441,0.27766,1.4313,-0.10024,2.1995,0.81171,-1.5519
-1.3211,2.032,-1.7154,3.7405,-3.614,2.4733,-0.46997,1.7804,0.12193,3.345,-4.1375,2.7933
0.57719,2.4987,2.0338,1.5239,0.20539,2.8096,0.01711,2.3207,2.0746,1.5212,-0.22086,2.6689
-0.1898,1.1947,1.3782,-1.8384,-1.0493,-0.47108,-0.1411,2.0227,1.894,-1.1122,-1.7224,-0.38011
2.9807,-0.51357,1.0712,3.1316,1.741,1.2858,2.9445,1.9902,1.0997,3.1203,1.5856,1.0287
0.93157,4.072,-0.64655,2.1686,-2.386,1.4486,0.31117,4.0072,-0.78158,1.9042,-2.1387,1.89
2.2052,-1.2638,1.8891,2.9543,-2.3208,1.3653,2.2908,-0.88964,1.0031,2.6614,-1.815,2.206
1.6347,-1.0461,2.4287,0.20049,-1.7323,-1.5127,1.6837,-1.1656,2.3309,1.1996,-1.6086,-1.6896
0.058,1.9877,-1.1813,0.5486,0.29507,4.2109,-0.36816,1.7633,-0.028446,0.50497,0.9036,3.9475
0.97343,-1.7117,2.6091,2.6621,0.4202,-1.1003,0.49901,1.2931,2.5813,2.6886,0.49425,-1.3069
0.64433,0.48881,-0.28716,0.31962,-1.4959,2.2624,1.0227,1.4838,-0.44456,0.98181,-2.9608,1.3842
-0.59867,-0.47474,-1.978,0.65769,-2.434,-2.1995,0.035194,-0.26684,-0.53654,0.081751,-3.7417,-1.9395
2.7758,4.1507,2.063,1.9452,0.63736,0.75408,3.0224,4.1836,2.0385,2.0376,0.46297,0.643
1.058,-1.2664,-0.28652,4.1054,1.1261,3.0816,0.76478,-0.95,-0.29041,4.4,0.66519,2.4763
2.289,1.6147,-0.32236,0.80344,-0.48405,2.419,3.0733,-0.14632,-0.56334,0.90234,-1.0151,2.0886
0.45779,4.3241,1.1513,0.083789,-0.56855,-2.0774,2.258,3.9394,1.4766,-0.0020972,-0.47465,-2.906
-0.98181,-0.33208,1.8551,3.7144,0.045162,-1.0208,-1.2989,0.16052,0.38175,4.3331,0.33449,-0.87591
1.4549,3.0225,1.2063,0.29449,1.7532,1.8371,0.41027,2.9822,1.2876,0.6604,2.1325,1.8624
1.7754,0.26043,1.7039,0.00074359,-1.7316,3.0252,1.7931,-0.20517,1.7948,0.62739,-1.2253,3.3879
-0.45817,-1.1978,-1.9523,-1.6871,-3.4332,3.7223,0.23328,-0.83034,-0.68737,-0.72135,-2.6224,0.56567
0.90421,2.2379,1.4537,3.0814,-2.741,-0.25282,-1.4629,1.7469,1.172,2.2198,-1.4926,-0.86834
-0.63064,2.9897,-0.8427,3.974,1.6918,-0.82145,-0.83477,3.1718,0.062247,4.496,0.35354,-0.72316
-0.98119,3.3126,2.4769,2.4068,-2.469,1.8766,2.6037,4.0018,3.0594,1.979,-2.3816,2.4262
-1.1386,4.3385,-0.18382,0.42807,-2.3523,1.5522,-0.60032,3.9085,0.63066,0.25107,-1.9967,2.3966
1.4418,1.5895,-0.19072,-1.6801,-1.2651,3.1081,1.3143,2.1866,0.83713,-1.2954,-1.6425,1.6167
-1.1148,-1.6451,0.48096,2.8404,1.8043,1.3065,-0.57233,-1.3753,1.1066,3.0407,-0.043357,1.0721
3.0037,0.79385,-0.32895,2.6589,-1.2996,-1.3711,2.8899,0.50178,0.67109,2.5817,-1.1884,-1.5368
2.3462,-1.4367,2.0026,1.016,-2.0526,0.16919,2.1708,0.28501,1.4941,1.0287,-1.6707,-0.17284
-0.095712,1.9241,1.1748,0.29154,-3.6646,1.923,1.0773,1.7781,0.91852,0.19831,-3.2401,2.3792
2.4036,-0.49876,-1.4923,0.21749,-2.0991,-0.63092,2.9596,0.028271,0.23115,0.10691,-2.8767,-0.33149
-1.1195,-1.3377,2.1952,-1.2161,-2.3276,2.1351,-0.94277,-0.9751,1.8597,0.24889,-1.9803,2.1353
1.1523,-1.0685,-0.17544,2.9503,-1.0836,-1.2593,1.2058,-0.036542,-0.8565,3.6449,-1.4871,-0.72852
-0.94472,-0.24014,1.1901,2.2747,-2.0011,0.042976,-0.64163,-1.3108,0.21382,1.7437,-1.5875,-0.64362
-0.039362,1.5299,2.421,3.3812,-1.2206,3.835,-1.3549,1.6616,0.78427,2.9829,-1.0772,4.1835
2.6683,2.3999,0.54161,-0.91337,-3.5926,-1.964,2.9001,0.3851,-0.87247,-1.0334,-4.0361,-2.5927
2.5951,2.3414,-1.6355,-1.5171,-3.9141,4.038,-0.10296,3.9412,0.31858,-1.45,-2.8965,2.4965
2.1143,0.13046,-1.9075,3.2019,0.68218,4.4502,2.1415,0.80864,1.2469,3.2583,0.55716,2.8298
-1.3155,-1.47,1.3606,0.34874,1.2714,0.59687,-0.75665,-1.6703,1.7613,1.0554,1.1638,-0.29456
0.12872,-0.68532,-1.7177,1.907,0.2312,0.98816,0.56406,-1.492,-1.0527,1.7257,-0.10517,2.1938
2.7491,4.0326,2.6453,-0.22369,1.2543,2.4156,3.0038,4.1291,2.2743,-1.5179,1.2061,3.1169
1.4518,-1.4733,1.2722,-0.42198,-3.1737,0.9547,1.6204,0.050389,1.4742,1.048,-3.0769,0.90289
-0.36587,0.8559,2.5417,4.1683,-2.7613,3.7115,0.3988,0.78441,0.12586,3.2927,-3.2535,3.3951
0.16617,-0.28261,1.7597,-1.775,1.1073,1.8616,-1.2443,0.27414,2.0935,-0.20375,0.41882,1.0694
0.72473,2.0852,0.87575,3.633,-0.41515,-1.1634,0.9971,1.9127,1.6624,3.2193,-0.14276,-1.4529
2.7695,4.1389,-0.059333,4.1386,-1.3937,4.3805,3.0186,4.6935,0.23747,4.8727,-1.5782,3.7136
-0.87037,-1.5111,0.58848,4.2016,-2.2702,2.6658,-0.25547,0.15676,0.40803,5.3385,-2.4357,2.0293
2.5648,-0.29535,0.94521,2.9795,-2.2492,2.3182,2.2033,1.0912,-0.090821,2.8967,-2.179,2.6354
-1.4614,-1.4622,2.5102,2.81,-0.3166,-2.1584,-1.9518,-0.67149,2.6995,3.0326,-0.16501,-2.7905
2.1773,3.4027,-1.9836,-0.66275,-0.23145,-2.3178,2.3108,3.609,0.096103,0.55475,-0.40446,-1.7869
2.6307,4.3206,-1.4473,1.5569,-3.2187,-1.7293,-0.18241,3.8215,0.63764,-0.023755,-2.5311,-3.3347
-1.0324,0.33058,-1.6948,0.88961,-3.8979,2.6394,-1.4202,0.37814,-1.2713,0.6525,-2.4491,3.0552
0.70521,0.62609,0.85392,4.0763,-0.059704,-2.1376,0.76163,1.0443,0.14858,4.6222,-0.055769,-1.6677
3.0699,3.9227,-0.91783,3.8452,-1.5853,1.0235,3.2817,3.854,-0.55138,3.6522,-1.114,1.637
0.85567,3.0991,-0.33124,-1.9401,-2.9851,-1.1224,0.18046,2.5984,0.28657,-1.0901,-2.6866,-1.7893
1.4525,0.27691,0.45505,4.2557,-0.23989,2.3029,1.7285,-0.67623,0.90508,3.7936,-0.38481,1.6703
3.2243,0.5016,-1.2729,1.2022,-1.5666,-2.2719,3.2363,-0.52327,-1.201,1.4632,-1.8289,-2.0137
-0.24685,3.6386,2.3247,4.3526,0.53884,4.2876,1.6532,3.3361,1.9544,3.9993,0.46547,4.2049
2.4229,-0.71088,0.23603,-1.5397,-3.0587,1.6283,2.3053,-0.25189,0.43338,-1.5645,-3.0526,1.6045
2.7874,-0.018168,-0.003103,3.5149,-1.3385,-1.0923,2.6804,0.81021,-0.97872,2.9945,-1.0667,-1.8406
2.4223,-1.0498,1.9979,-1.9892,-2.1368,-0.24854,2.4438,-0.5168,1.9385,-0.7491,-1.6548,-0.56725
1.5173,-0.5266,-1.9527,4.164,1.5566,3.1213,1.3942,-0.22362,0.13152,4.0468,1.9235,3.0932
2.3004,2.5435,1.2039,2.9332,-3.8472,-0.47717,-0.1626,2.4072,-0.89497,2.0398,-2.5695,-1.135
2.4725,1.7086,2.172,1.559,-1.5098,-2.2807,2.6209,1.7666,2.1864,1.6019,-1.5434,-2.1322
0.68458,3.9485,2.5734,1.943,-2.6113,-0.47486,-0.51847,3.5544,2.7719,1.1362,-2.4328,-0.64634
-1.0271,3.1777,1.7034,3.6132,-0.77056,1.803,-1.0954,2.6761,0.30423,2.7168,-0.407,2.7058
0.37429,0.91102,2.6387,-1.3352,-1.3824,-1.8147,0.428,0.25249,2.4716,-0.62701,-1.1439,-3.1659
-0.50574,0.12676,-1.6897,2.4833,-0.50379,2.388,-1.369,-0.051578,-0.65201,3.7356,-1.1568,0.94398
2.6668,-0.44401,-0.51784,1.8149,-3.8373,3.786,2.6227,2.5152,-0.65724,2.0677,-3.2594,3.09
0.55428,3.3816,1.8525,0.0056486,-3.2224,3.6322,-0.08919,3.6821,2.3837,0.22498,-2.9581,2.7201
1.7469,0.94835,1.5852,1.2066,-1.4128,0.7509,1.174,1.193,1.7501,0.97182,-0.89733,1.0186
0.86099,3.5695,1.3972,-1.1344,-3.9705,2.2862,-0.11441,4.1225,-0.10575,1.0598,-2.8685,2.07
0.55665,1.2036,-1.2425,2.1107,0.93102,2.8122,0.97411,0.947,-0.6303,2.3697,0.67914,2.5745
0.1482,1.5512,0.64428,0.18546,1.7463,2.279,-1.6916,1.8694,0.51271,-0.35136,2.0249,2.2228
2.6346,1.2736,1.8695,0.49586,1.594,4.2998,2.8749,2.3799,1.7122,0.40177,2.3432,2.6625
0.86386,0.27032,-0.42286,1.0707,1.6787,-1.9229,1.0196,0.97957,-1.0133,1.0773,1.0913,-2.1302
1.2162,2.1607,-1.5488,-2.0731,-0.89507,1.8883,1.7073,1.9286,-1.6617,-1.4487,-0.1227,3.6538
1.5615,4.2666,0.50881,-1.0954,-0.59529,-0.26307,2.6762,4.161,-1.2662,-1.6313,-0.49148,-0.40721
-0.01419,1.5456,-0.21602,1.3074,-2.8508,2.9366,-1.1891,2.0771,1.117,1.4019,-2.8262,2.127
